Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-12-03 09:30:00-05:00,123.5199966430664,123.77999877929688,122.70999908447266,123.16000366210938,13022137,0.0,0
2020-12-03 10:00:00-05:00,123.16000366210938,123.44999694824219,122.8499984741211,122.91000366210938,7074930,0.0,0
2020-12-03 10:30:00-05:00,122.91000366210938,123.2699966430664,122.58000183105469,122.60320281982422,6492278,0.0,0
2020-12-03 11:00:00-05:00,122.61000061035156,122.87999725341797,122.20999908447266,122.81999969482422,5410151,0.0,0
2020-12-03 11:30:00-05:00,122.83000183105469,123.19000244140625,122.77999877929688,123.09500122070312,3794425,0.0,0
2020-12-03 12:00:00-05:00,123.0999984741211,123.2300033569336,122.77999877929688,122.91069793701172,3828169,0.0,0
2020-12-03 12:30:00-05:00,122.91000366210938,123.19999694824219,122.73999786376953,122.88500213623047,2768238,0.0,0
2020-12-03 13:00:00-05:00,122.88009643554688,123.02999877929688,122.72000122070312,122.98999786376953,2795864,0.0,0
2020-12-03 13:30:00-05:00,122.98079681396484,123.01000213623047,122.59500122070312,122.66000366210938,2714237,0.0,0
2020-12-03 14:00:00-05:00,122.66999816894531,123.01000213623047,122.61499786376953,122.8550033569336,2963214,0.0,0
2020-12-03 14:30:00-05:00,122.8550033569336,123.0999984741211,122.80999755859375,123.03929901123047,3371081,0.0,0
2020-12-03 15:00:00-05:00,123.03500366210938,123.33000183105469,122.94499969482422,123.22160339355469,4165968,0.0,0
2020-12-03 15:30:00-05:00,123.2300033569336,123.33000183105469,122.52999877929688,122.94000244140625,9156066,0.0,0
2020-12-04 09:30:00-05:00,122.5999984741211,122.86080169677734,121.54000091552734,122.06999969482422,12971535,0.0,0
2020-12-04 10:00:00-05:00,122.05999755859375,122.1500015258789,121.5199966430664,121.52999877929688,5935870,0.0,0
2020-12-04 10:30:00-05:00,121.53620147705078,122.18000030517578,121.53500366210938,121.79000091552734,5681175,0.0,0
2020-12-04 11:00:00-05:00,121.78820037841797,122.29000091552734,121.62000274658203,122.27210235595703,4471774,0.0,0
2020-12-04 11:30:00-05:00,122.27999877929688,122.66500091552734,122.2510986328125,122.372802734375,6127532,0.0,0
2020-12-04 12:00:00-05:00,122.37999725341797,122.4000015258789,121.82499694824219,121.88500213623047,4163631,0.0,0
2020-12-04 12:30:00-05:00,121.88240051269531,122.18000030517578,121.86060333251953,122.16000366210938,2758659,0.0,0
2020-12-04 13:00:00-05:00,122.15299987792969,122.20999908447266,121.88999938964844,121.95999908447266,2459686,0.0,0
2020-12-04 13:30:00-05:00,121.95330047607422,122.07499694824219,121.80999755859375,121.83499908447266,2367861,0.0,0
2020-12-04 14:00:00-05:00,121.83499908447266,121.94999694824219,121.66999816894531,121.72000122070312,3352087,0.0,0
2020-12-04 14:30:00-05:00,121.7249984741211,122.17990112304688,121.69000244140625,122.07499694824219,3211196,0.0,0
2020-12-04 15:00:00-05:00,122.08000183105469,122.20999908447266,121.94999694824219,122.0145034790039,3714219,0.0,0
2020-12-04 15:30:00-05:00,122.01000213623047,122.30000305175781,121.87999725341797,122.25,7731346,0.0,0
2020-12-07 09:30:00-05:00,122.30999755859375,124.5,122.25,124.44999694824219,17873135,0.0,0
2020-12-07 10:00:00-05:00,124.44000244140625,124.55000305175781,123.69719696044922,123.83999633789062,9222913,0.0,0
2020-12-07 10:30:00-05:00,123.8499984741211,124.23999786376953,123.69999694824219,124.03500366210938,5165395,0.0,0
2020-12-07 11:00:00-05:00,124.02999877929688,124.3499984741211,123.77999877929688,124.13999938964844,4915677,0.0,0
2020-12-07 11:30:00-05:00,124.125,124.36000061035156,123.99500274658203,124.08989715576172,3354110,0.0,0
2020-12-07 12:00:00-05:00,124.08999633789062,124.20500183105469,123.79000091552734,124.16929626464844,3984670,0.0,0
2020-12-07 12:30:00-05:00,124.16500091552734,124.2699966430664,124.06999969482422,124.07499694824219,2993108,0.0,0
2020-12-07 13:00:00-05:00,124.0770034790039,124.08999633789062,123.80000305175781,123.86990356445312,3500278,0.0,0
2020-12-07 13:30:00-05:00,123.86000061035156,123.9800033569336,123.41000366210938,123.90499877929688,4424587,0.0,0
2020-12-07 14:00:00-05:00,123.91000366210938,124.20999908447266,123.7699966430664,124.12010192871094,3536303,0.0,0
2020-12-07 14:30:00-05:00,124.12590026855469,124.29000091552734,123.94999694824219,124.01000213623047,3013229,0.0,0
2020-12-07 15:00:00-05:00,124.02850341796875,124.05000305175781,123.59500122070312,123.81999969482422,3956828,0.0,0
2020-12-07 15:30:00-05:00,123.82499694824219,123.9000015258789,123.30000305175781,123.80000305175781,6408040,0.0,0
2020-12-08 09:30:00-05:00,124.1500015258789,124.52999877929688,123.48999786376953,123.8947982788086,14319156,0.0,0
2020-12-08 10:00:00-05:00,123.8499984741211,124.22000122070312,123.23059844970703,123.32630157470703,8151367,0.0,0
2020-12-08 10:30:00-05:00,123.33999633789062,123.45999908447266,123.08999633789062,123.33930206298828,4436214,0.0,0
2020-12-08 11:00:00-05:00,123.33499908447266,123.54000091552734,123.16999816894531,123.48500061035156,3733351,0.0,0
2020-12-08 11:30:00-05:00,123.48999786376953,123.91999816894531,123.44499969482422,123.88999938964844,3704087,0.0,0
2020-12-08 12:00:00-05:00,123.88500213623047,124.1500015258789,123.8550033569336,124.06800079345703,3768648,0.0,0
2020-12-08 12:30:00-05:00,124.05999755859375,124.40499877929688,124.03500366210938,124.29630279541016,3414963,0.0,0
2020-12-08 13:00:00-05:00,124.29499816894531,124.83000183105469,124.2300033569336,124.69999694824219,5113344,0.0,0
2020-12-08 13:30:00-05:00,124.70500183105469,124.87000274658203,124.44999694824219,124.76000213623047,4389420,0.0,0
2020-12-08 14:00:00-05:00,124.76080322265625,124.8499984741211,124.38999938964844,124.77999877929688,4513619,0.0,0
2020-12-08 14:30:00-05:00,124.77839660644531,124.95999908447266,124.66999816894531,124.95010375976562,4118673,0.0,0
2020-12-08 15:00:00-05:00,124.95999908447266,124.9800033569336,124.69999694824219,124.83000183105469,3889984,0.0,0
